epoch,AP_iguana,loss,lr,mAP,validation_loss
1,nan,80.59896,3.5299997e-06,nan,nan
2,nan,62.634827,6.8599998e-06,nan,nan
3,nan,55.003464,1.019e-05,nan,nan
4,nan,51.50698,1.3519999e-05,nan,nan
5,nan,48.66613,1.685e-05,nan,nan
6,nan,47.207905,2.018e-05,nan,nan
7,nan,45.27513,2.3509998e-05,nan,nan
8,nan,43.443817,2.6839998e-05,nan,nan
9,nan,42.094147,3.0169998e-05,nan,nan
10,0.6779175983070057,40.36996,3.3499997e-05,0.6779175983070057,20.547915549505326
11,nan,38.83259,3.683e-05,nan,nan
12,nan,37.296646,4.0159997e-05,nan,nan
13,nan,36.343307,4.3489996e-05,nan,nan
14,nan,35.00261,4.6819998e-05,nan,nan
15,nan,33.959686,5.0149996e-05,nan,nan
16,nan,33.018906,5.348e-05,nan,nan
17,nan,31.927032,5.6809997e-05,nan,nan
18,nan,31.033705,6.0139995e-05,nan,nan
19,nan,30.121817,6.347e-05,nan,nan
20,0.7105211554677268,29.73738,6.679999e-05,0.7105211554677268,12.14303896162245
21,nan,29.229332,7.0129994e-05,nan,nan
22,nan,28.103943,7.3459996e-05,nan,nan
23,nan,27.841423,7.679e-05,nan,nan
24,nan,27.343529,8.011999e-05,nan,nan
25,nan,26.696224,8.3449995e-05,nan,nan
26,nan,26.652494,8.678e-05,nan,nan
27,nan,25.757023,9.010999e-05,nan,nan
28,nan,25.810013,9.3439994e-05,nan,nan
29,nan,25.18528,9.6769996e-05,nan,nan
30,0.7007249685604143,24.969215,0.00010009999,0.7007249685604143,9.553754549177865
31,nan,24.543095,0.00010342999,nan,nan
32,nan,24.5523,0.000106759995,nan,nan
33,nan,23.987421,0.00011008999,nan,nan
34,nan,23.740833,0.00011341999,nan,nan
35,nan,23.78029,0.000116749994,nan,nan
36,nan,23.098883,0.00012007999,nan,nan
37,nan,22.86444,0.00012340999,nan,nan
38,nan,22.703602,0.00012674,nan,nan
39,nan,22.650513,0.00013007,nan,nan
40,0.7338896349554738,22.49374,0.0001334,0.7338896349554738,8.292223786550855
41,nan,22.546442,0.00013672998,nan,nan
42,nan,21.986887,0.00014005999,nan,nan
43,nan,21.955631,0.00014338999,nan,nan
44,nan,21.54071,0.00014671999,nan,nan
45,nan,21.449291,0.00015005,nan,nan
46,nan,21.379433,0.00015338,nan,nan
47,nan,21.052513,0.00015670998,nan,nan
48,nan,20.799257,0.00016003998,nan,nan
49,nan,20.817696,0.00016336999,nan,nan
50,0.7100095040469943,20.33609,0.00016669999,0.7100095040469943,8.308494696541437
51,nan,20.33791,0.00017002999,nan,nan
52,nan,20.407509,0.00017336,nan,nan
53,nan,20.326904,0.00017669,nan,nan
54,nan,19.80928,0.00018001998,nan,nan
55,nan,19.733345,0.00018334998,nan,nan
56,nan,19.598244,0.00018667999,nan,nan
57,nan,19.439976,0.00019000999,nan,nan
58,nan,19.33236,0.00019333999,nan,nan
59,nan,19.616486,0.00019667,nan,nan
60,0.7414450324800477,19.005066,0.00019999998,0.7414450324800477,7.749612740107945
61,nan,18.896172,0.00019998767,nan,nan
62,nan,18.931078,0.00019995071,nan,nan
63,nan,18.695576,0.0001998891,nan,nan
64,nan,18.606335,0.00019980286,nan,nan
65,nan,18.33252,0.00019969203,nan,nan
66,nan,17.709162,0.00019955664,nan,nan
67,nan,17.973757,0.0001993967,nan,nan
68,nan,17.85125,0.00019921226,nan,nan
69,nan,17.391636,0.00019900336,nan,nan
70,0.7009140306760726,17.791983,0.00019877007,0.7009140306760726,7.933643957925221
71,nan,17.498732,0.00019851241,nan,nan
72,nan,17.312294,0.0001982305,nan,nan
73,nan,17.113743,0.00019792435,nan,nan
74,nan,17.36671,0.00019759408,nan,nan
75,nan,16.465452,0.00019723974,nan,nan
76,nan,16.740196,0.00019686145,nan,nan
77,nan,16.826752,0.00019645928,nan,nan
78,nan,16.768904,0.00019603333,nan,nan
79,nan,16.179274,0.00019558372,nan,nan
80,0.7563327966793424,16.376152,0.00019511054,0.7563327966793424,7.8750607380791315
81,nan,16.148766,0.00019461392,nan,nan
82,nan,16.068178,0.00019409398,nan,nan
83,nan,15.860348,0.00019355085,nan,nan
84,nan,15.699816,0.00019298466,nan,nan
85,nan,15.970486,0.00019239556,nan,nan
86,nan,15.805441,0.00019178368,nan,nan
87,nan,15.438816,0.00019114919,nan,nan
88,nan,15.424521,0.00019049222,nan,nan
89,nan,15.4013405,0.00018981296,nan,nan
90,0.740889780682811,15.241348,0.00018911155,0.740889780682811,7.915346402970571
91,nan,15.369217,0.00018838818,nan,nan
92,nan,15.050499,0.00018764303,nan,nan
93,nan,14.897516,0.00018687629,nan,nan
94,nan,14.895847,0.00018608813,nan,nan
95,nan,14.743688,0.00018527875,nan,nan
96,nan,14.755229,0.00018444836,nan,nan
97,nan,14.670662,0.00018359715,nan,nan
98,nan,14.233534,0.00018272534,nan,nan
99,nan,14.415754,0.00018183315,nan,nan
100,0.7578644957632786,14.05691,0.00018092079,0.7578644957632786,7.530126119416858
101,nan,14.179264,0.00017998849,nan,nan
102,nan,14.238124,0.00017903648,nan,nan
103,nan,13.979408,0.00017806499,nan,nan
104,nan,14.072786,0.00017707427,nan,nan
105,nan,13.835624,0.00017606455,nan,nan
106,nan,13.866564,0.0001750361,nan,nan
107,nan,13.756229,0.00017398914,nan,nan
108,nan,13.585892,0.00017292396,nan,nan
109,nan,13.7240715,0.00017184082,nan,nan
110,0.7469006028214508,13.68882,0.00017073996,0.7469006028214508,7.603472183621119
111,nan,13.244167,0.0001696217,nan,nan
112,nan,13.354523,0.00016848625,nan,nan
113,nan,12.949096,0.00016733394,nan,nan
114,nan,13.390152,0.00016616506,nan,nan
115,nan,13.04195,0.00016497987,nan,nan
116,nan,12.950304,0.00016377865,nan,nan
117,nan,12.607212,0.00016256174,nan,nan
118,nan,13.089913,0.00016132942,nan,nan
119,nan,12.705636,0.00016008198,nan,nan
120,0.7921517332038707,12.892551,0.00015881975,0.7921517332038707,8.014309506567697
121,nan,12.533632,0.00015754302,nan,nan
122,nan,12.402517,0.00015625214,nan,nan
123,nan,12.419902,0.00015494738,nan,nan
124,nan,12.35571,0.0001536291,nan,nan
125,nan,12.118433,0.00015229761,nan,nan
126,nan,12.167963,0.00015095323,nan,nan
127,nan,12.210616,0.00014959632,nan,nan
128,nan,12.0037365,0.00014822719,nan,nan
129,nan,12.033009,0.00014684619,nan,nan
130,0.7556507005351256,12.120373,0.00014545365,0.7556507005351256,8.340368914225746
131,nan,12.091513,0.00014404992,nan,nan
132,nan,11.725452,0.00014263536,nan,nan
133,nan,11.603064,0.00014121029,nan,nan
134,nan,11.743032,0.00013977507,nan,nan
135,nan,11.558529,0.00013833007,nan,nan
136,nan,11.659815,0.00013687565,nan,nan
137,nan,11.554391,0.00013541213,nan,nan
138,nan,11.699034,0.00013393992,nan,nan
139,nan,11.288399,0.00013245935,nan,nan
140,0.8080252820641813,11.49086,0.0001309708,0.8080252820641813,7.548408811054532
141,nan,11.173693,0.00012947463,nan,nan
142,nan,11.304655,0.00012797122,nan,nan
143,nan,11.253916,0.00012646092,nan,nan
144,nan,11.124164,0.00012494413,nan,nan
145,nan,11.043782,0.0001234212,nan,nan
146,nan,11.178416,0.00012189251,nan,nan
147,nan,10.896029,0.000120358454,nan,nan
148,nan,11.096451,0.00011881939,nan,nan
149,nan,10.666832,0.00011727572,nan,nan
150,0.789820707799595,10.835273,0.0001157278,0.789820707799595,7.702524162474132
151,nan,10.969402,0.00011417604,nan,nan
152,nan,10.907211,0.00011262079,nan,nan
153,nan,10.379993,0.00011106246,nan,nan
154,nan,10.658432,0.00010950142,nan,nan
155,nan,10.653959,0.00010793807,nan,nan
156,nan,10.397313,0.000106372776,nan,nan
157,nan,10.350678,0.000104805935,nan,nan
158,nan,10.713625,0.00010323794,nan,nan
159,nan,10.291479,0.00010166916,nan,nan
160,0.8016902262417414,10.255532,0.0001001,0.8016902262417414,8.088338143295712
161,nan,10.328437,9.853084e-05,nan,nan
162,nan,9.90148,9.696207e-05,nan,nan
163,nan,10.33563,9.539407e-05,nan,nan
164,nan,10.107677,9.382723e-05,nan,nan
165,nan,10.017614,9.226194e-05,nan,nan
166,nan,10.128651,9.069858e-05,nan,nan
167,nan,10.074812,8.9137546e-05,nan,nan
168,nan,10.079588,8.757921e-05,nan,nan
169,nan,9.864155,8.602397e-05,nan,nan
170,0.7846031796412127,9.921398,8.44722e-05,0.7846031796412127,8.045026353427343
171,nan,9.834402,8.2924285e-05,nan,nan
172,nan,9.69437,8.138061e-05,nan,nan
173,nan,9.697389,7.984155e-05,nan,nan
174,nan,9.7787895,7.8307494e-05,nan,nan
175,nan,9.739352,7.677881e-05,nan,nan
176,nan,9.528618,7.5255884e-05,nan,nan
177,nan,9.511192,7.373909e-05,nan,nan
178,nan,9.587889,7.222879e-05,nan,nan
179,nan,9.481005,7.072537e-05,nan,nan
180,0.8008457921499775,9.3532295,6.92292e-05,0.8008457921499775,8.029496778571417
181,nan,9.270355,6.774065e-05,nan,nan
182,nan,9.453439,6.626009e-05,nan,nan
183,nan,9.31904,6.478786e-05,nan,nan
184,nan,9.139572,6.332436e-05,nan,nan
185,nan,9.129401,6.186993e-05,nan,nan
186,nan,9.425749,6.042493e-05,nan,nan
187,nan,9.18828,5.8989717e-05,nan,nan
188,nan,9.281708,5.756465e-05,nan,nan
189,nan,8.920738,5.615008e-05,nan,nan
190,0.8013210243363801,9.175428,5.474635e-05,0.8013210243363801,7.79737531192719
191,nan,9.121089,5.3353815e-05,nan,nan
192,nan,9.124976,5.197281e-05,nan,nan
193,nan,8.871367,5.060368e-05,nan,nan
194,nan,9.120031,4.9246766e-05,nan,nan
195,nan,8.982062,4.7902395e-05,nan,nan
196,nan,8.748616,4.6570905e-05,nan,nan
197,nan,9.090232,4.5252622e-05,nan,nan
198,nan,9.012566,4.394787e-05,nan,nan
199,nan,8.848046,4.265698e-05,nan,nan
200,0.8177293027777602,8.745548,4.1380255e-05,0.8177293027777602,7.8989815428143455
